ticker,salary,bonus,stock_awards,option_awards,non_equity_comp,pension_change,other_comp
QRTEA,1250000,0,2822430,0,1071974,0,2250
GOCO,900000,0,3525000,691664,0,0,25210
SSD,800000,0,2823117,0,1483432,0,33000
KAMN,824000,0,3179686,0,992576,0,137795
PRLB,600000,0,3311588,870010,334063,0,11200
OIS,925000,0,2700004,0,1333860,0,167657
TTI,683077,0,1298177,0,3123070,0,6600
DXPE,770000,0,2700000,0,1540000,0,93439
HLIT,697455,0,3994583,0,390876,0,17690
SXI,892597,0,3405266,0,471302,164579,164853
VTOL,731090,0,3047755,0,1284660,0,28736
ABCB,918333,0,2629751,0,1441926,0,98204
HSII,900000,0,2559157,0,1605150,0,19800
NARI,700000,0,2606744,937488,826000,0,13133
SMLP,650000,1012417,2628414,0,741000,0,48814
GMS,834300,0,1549962,1549993,1125232,0,18145
MOTV,575000,0,3656545,0,746862,0,93600
NAVI,528557,0,3797694,0,729833,0,6256
CDRE,1435000,2026220,705472,810488,0,0,79027
NGM,640000,0,554592,3574524,280000,0,3500
FUL,950000,0,1624832,1615756,570018,0,290296
DHHC,1115782,414638,0,3493640,0,0,25909
TRNO,800000,0,4236901,0,0,0,9900
EGHT,440444,300000,4025897,0,238973,0,39501
UCTT,736538,0,3507146,0,788084,0,11996
GNL,519683,1008757,3464664,0,0,0,47885
IAC,1000000,3500000,0,0,0,0,540756
SHOO,1125212,0,2999991,0,880000,0,27900
LANC,890000,0,2599848,0,1443340,0,96399
CHEF,1020532,0,3061588,0,765399,0,181336
ECPG,861096,0,3159830,0,990131,0,12900
CMTL,692308,1000000,3307270,0,0,0,19258
PDSB,580000,255200,0,4157387,0,0,18647
FACT,450000,0,0,4560000,0,0,0
SCHN,1200766,0,3348733,0,358850,34445,66305
AAON,745192,0,2240116,562500,1421143,0,37834
HRTG,1000000,0,2475000,0,1480000,0,40816
EHTH,750000,0,2990000,0,1237500,0,16758
RPTX,615000,0,975591,3084032,304425,0,12756
CMCO,850000,200000,1824379,991668,882640,2900,236912
LII,1064750,0,0,0,2729934,0,1188979
IPSC,176008,0,0,4188293,0,0,634093
ZI,550000,0,4412514,0,0,0,11250
SLGN,1100000,0,3239250,0,550000,0,77455
PPBI,950000,0,3380576,0,522500,0,111375
CTKB,578000,0,2000000,2000000,311378,0,49864
CLH,831250,0,2931746,0,1168875,0,6672
DRH,832000,0,3000000,0,1092120,0,13200
ARQT,633500,0,1384250,2543320,354127,0,20069
UFPT,680000,0,2761000,0,1360000,0,130107
FWRG,892416,0,2500000,0,1509105,0,26797
MSM,825446,0,3249955,0,826575,0,26148
BFAM,650000,471250,2624987,874997,299715,0,6865
GERN,787000,17906,0,3563000,493694,0,62492
EBC,995000,0,820870,0,2434326,617294,47607
BXC,725760,0,3380390,0,785292,0,17077
AVAV,750006,0,3158927,0,978475,0,17102
FAT,550000,2200000,0,2148000,0,0,0
HON,531560,0,2469418,919053,829692,99247,46413
WTFC,965533,1144094,2750000,0,0,0,33853
ARCT,698000,208500,0,3986000,0,0,0
LQDA,689000,0,1786215,1780203,620100,0,13980
MIR,737500,0,3016939,0,1089123,0,40360
CCLP,697692,0,3111375,0,1008000,0,65701
KGS,697692,0,3111375,0,1008000,0,65701
ENV,650000,581100,3520568,0,0,0,129175
CMPX,575000,244375,1965000,2072331,0,0,16500
FWRD,902000,0,2543333,1271667,123080,0,26241
UNIT,725000,0,3110628,0,1007750,0,14442
ALXO,217330,0,0,4369560,119003,0,151290
CWT,1050005,0,1225666,0,1449000,1062525,69556
IRT,700000,437500,2677345,0,1018483,0,13200
ZION,1060900,1145772,1557584,449447,460719,67640,97179
NYCB,1275000,0,3187506,0,0,0,374585
UVV,1027800,0,2117839,0,1658900,0,27535
KZR,517316,0,0,4291533,0,0,22033
EVLV,513865,0,1874998,1874999,563925,0,0
MOD,882750,0,944995,540016,2414355,0,42016
WD,1000000,14000,2833238,0,969375,0,4500
TFSL,1500000,0,1100676,0,1799713,124200,294770
NX,800000,0,1429377,0,2548033,0,63001
FCEL,564480,0,3732622,0,480960,0,33259
1,270417,0,3306341,0,0,0,1234376
KWR,865538,0,2462944,0,1430000,0,51277
CABA,597417,0,0,3784529,412288,0,14045
DOC,1000994,0,2429947,0,1285200,0,91706
EVRI,717671,0,4057716,0,0,0,29420
JBI,866538,500,2208980,0,1706400,0,13321
IOVA,692000,89960,890000,2477800,629720,0,15200
ALG,832308,0,2180710,0,1379700,346949,49723
UMBF,1038463,0,2599827,0,1042073,0,107411
EB,486301,0,3199994,800000,300291,0,900
QNST,572150,0,4047000,0,166740,0,0
MCS,950000,0,674356,1364616,1101524,658888,35211
CBL,719442,346726,2353752,0,1029669,0,334402
NAPA,655000,0,1326290,1640629,1015717,0,145560
CHGG,1100000,0,3666649,0,0,0,13200
BCRX,665600,0,819825,2724624,537472,0,30257
ESI,1000000,0,3500013,0,231000,0,46625
IDCC,706000,0,2250000,750000,998970,0,68190
VSH,900000,0,2518241,0,1321198,0,33611
MGRC,800000,0,2700334,0,1130600,0,140964
OPY,500000,0,1350600,0,450000,0,2464186
CCO,1100000,0,2675832,0,973392,0,5000
ASB,1030000,0,2574964,0,1035150,5134,101473
PETQ,1046416,0,2122762,0,1571063,0,6400
ARIS,716962,0,2525727,0,1483818,0,13200
BTAI,1001569,0,1097600,2615928,0,0,16050
ATEX,501923,0,0,4000013,220000,0,9150
RMNI,468750,0,2501196,655798,314391,0,786623
MVIS,462917,0,4245000,0,0,0,18812
CBSH,0,1030816,2065228,537490,905559,0,182546
ASIX,1012846,0,2457416,799984,326304,53931,68015
VERU,865524,0,0,3828717,0,0,19800
MGPI,844000,0,2147608,0,1688000,0,30257
AA,862258,0,2464324,0,1000000,321426,58425
ATNM,705000,500000,0,3500000,0,0,0
COIN,1000000,0,0,0,0,0,3704800
HIW,755769,0,2540103,0,1215545,0,191462
ILMN,250000,500000,3894603,0,0,0,46630
MRUS,650000,35750,0,3556800,393250,0,35527
CWK,870192,0,2899618,0,890750,0,8250
BIGC,486538,0,2652369,1091288,428668,0,0
TNDM,710700,0,3663250,0,266513,0,11140
URGN,794243,19984,2464250,836533,479620,0,44959
LE,1070192,0,2697031,0,834750,0,26687
BOH,878258,0,3000067,0,600000,365,149228
TYRA,608400,0,0,3560469,456300,0,950
MYRG,870000,0,2654850,0,1055746,0,42315
UFS,1591781,1756667,0,0,861461,0,403462
VECO,633400,0,3531188,0,434069,0,12347
MCG,2302957,2302957,0,0,0,0,3826
BOKF,1016667,0,2406351,0,1130496,0,53187
PNRG,816200,3700000,0,0,0,0,89362
NCMI,925000,0,852320,34648,925000,0,1857158
DEA,800000,0,2067726,0,1297500,0,416381
ATEN,672917,0,3896752,0,0,0,7451
KTOS,850000,0,3009000,0,637500,0,77345
KFRC,875000,0,3034998,0,437500,0,224328
MWA,512109,1430000,2135843,212492,223871,0,56439
JJSF,936538,0,2250063,0,1324945,0,57813
GMED,463500,150000,0,2896394,1021500,0,32980
AMWD,900000,0,2096515,0,1549800,0,17355
VSEC,848000,0,2120021,0,1458560,0,136880
LC,500000,0,3430801,0,622500,0,7520
HCSG,1005108,0,2431170,762697,258648,0,102287
BSM,454983,0,3533852,0,545986,0,16500
BMI,750000,0,1962621,0,1650000,0,181667
DIN,1000000,0,1400029,1050021,1036451,0,54020
JWN,773087,0,1592845,1061901,1061900,0,50629
KNTE,607703,320763,0,3609600,0,0,1710
BALY,1105110,1168921,2215125,0,0,0,48041
RMAX,112644,108493,4315215,0,0,0,0
MBUU,875000,0,3169642,0,481250,0,9900
OCGN,757900,102544,1844263,1826722,0,0,3802
TILE,858000,0,2614777,0,999570,0,54163
HA,771250,0,2973790,0,734847,0,45463
CMLS,1450000,0,1691437,0,1379440,0,2719
DCOM,900962,0,1868314,0,1207781,347611,197558
VREX,766462,0,1624992,1624998,480500,0,23946
NTCT,594825,0,2901420,0,911464,0,101889
OGS,735000,0,2838820,0,794902,0,135823
CVI,1100000,0,1592076,0,1782100,0,26658
EVI,650000,550000,3299609,0,0,0,0
BWMN,715563,0,3396124,0,0,0,386821
LXU,725000,0,3146428,0,603000,0,13405
EZPW,750000,0,2261136,0,1383750,0,86394
KLTR,434496,0,3961866,0,0,0,74902
LAUR,850000,0,2300008,0,1266772,0,46486
ANIK,726000,583160,1614708,1509736,0,0,26196
KNX,868077,0,3570388,0,0,0,18985
BLBD,378846,0,1991991,0,1500000,0,585324
FET,663462,0,3264920,0,513519,0,13200
HRMY,612500,200000,0,3186875,437000,0,13919
FDP,1200046,0,2433301,0,768000,0,48142
BRDG,500000,0,2651000,0,550005,0,747444
PYXS,625000,200000,2686510,546091,375000,0,9900
MHK,1388121,0,1069537,0,1951478,0,19281
REAL,619231,300000,2246000,0,1261918,0,1000
PLUS,916500,0,2199967,0,1283627,0,22131
SP,800031,0,2400022,0,1165360,0,38255
UBSI,978846,500000,1638745,0,1087586,134622,59296
WTTR,792308,230000,2787281,0,566628,0,13289
ATRA,723450,75000,1269620,2060876,235121,0,11058
AMOT,675000,0,2020233,0,1564794,0,113249
NRIX,590813,0,0,3376799,355350,0,40158
SEMR,0,0,1989129,2355096,0,0,9120
GEF,980769,0,2230716,0,959100,4082,178241
SMPL,281250,700000,738800,2358000,256000,0,693
PARR,783462,0,1837523,0,1793020,0,19800
ATUS,1000000,968000,0,0,2032000,0,327478
NUVB,593000,0,0,3323675,400275,0,7330
EOSE,650000,0,3250000,0,292500,0,129698
TBPH,1047431,0,3015100,0,251000,0,5000
TWKS,682500,0,3624632,0,0,0,6093
ALKT,516500,0,3090000,0,690561,0,8975
NC,871544,171308,1368515,0,1648124,18737,226700
AIN,672917,0,2400000,0,1200000,0,27732
KE,271346,0,3655447,0,339183,0,27799
UVE,1000000,0,1750002,0,1467418,0,70534
RGLD,865000,0,2507551,0,862000,0,47506
CSWI,700000,0,2251035,0,1223950,0,101502
INSW,748973,0,2028776,0,1231242,0,266375
CMBM,200000,208219,911000,2929809,0,0,20000
PRCH,600000,0,2445664,0,1200000,0,21110
ELS,641568,0,1846322,0,1759376,0,13200
NXU,808421,0,0,3151000,0,0,297814
RYAN,1375000,0,0,0,2870450,0,11250
ALEC,653625,0,2576448,614323,400000,0,10611
TDW,712500,0,3500016,0,0,0,33262
HTH,800000,0,2645459,0,641333,0,143965
GVA,925000,0,1542925,0,1680584,0,75847
MP,750000,0,2140521,0,1332606,0,0
SMRT,750000,0,2500000,0,949894,0,22500
DORM,884513,0,2087453,599999,603000,0,44101
RMR,375000,3200000,590910,0,0,0,46760
SJW,874000,0,1709660,0,924261,688654,14161
ETD,1150050,0,1518005,0,1437272,0,103971
BNL,575000,0,2393189,0,1143692,0,83706
JANX,625000,0,0,3155769,412500,0,0
PRI,600000,0,2199910,0,1248000,0,131650
APEI,795000,0,2908441,0,423997,0,48636
ADUS,940385,0,1874985,0,1330000,0,24471
KELYA,900000,0,2160522,0,1015200,0,87702
STC,953000,0,2144190,0,923527,0,142210
AVNW,650000,0,1717443,785338,0,0,12612
HL,784375,0,1216206,0,1434375,685029,22569
ACLS,530102,0,3076368,0,519068,0,9900
EVER,375000,1400000,948600,1329600,70313,0,4751
SCL,933333,0,2275829,780006,0,17791,116934
KMPH,273576,0,0,3469457,0,0,379525
ARDX,700000,330000,687500,2395694,0,0,4950
SLNO,556800,500000,843161,2216473,0,0,0
UTZ,850000,0,2375116,0,776050,0,112278
SRRK,623538,0,1500000,1540180,430560,0,17575
LXRX,740846,386233,877595,2090227,0,0,15220
CDE,850000,0,2215262,0,892500,0,151210
PRTS,646000,0,3220000,0,193800,0,46531
JOBY,619616,0,3471919,0,0,0,4000
TASK,38769,0,1680470,2363185,0,0,1551
FBP,1029692,1200,1667193,0,1286154,0,94328
NTST,700000,0,2385917,0,978426,0,13872
AIV,625000,0,2500003,0,935638,0,13200
BIIB,1600000,0,0,0,2376000,39,93874
SHO,650000,0,2365543,0,944684,0,105269
SBT,2014423,0,2000003,0,0,0,49813
CSV,1000000,1250000,1006198,779859,0,0,25937
PLAB,750000,1300000,2011200,0,0,0,0
GPMT,1000000,0,2249997,0,786923,0,12900
AURA,585525,0,1240688,1908750,289835,0,19800
UNCY,550000,550000,0,2971562,0,0,0
LESL,1025000,0,3000128,0,0,0,16843
LASR,438000,0,3523500,0,50370,0,12294
TRS,741250,0,3251875,0,0,0,27797
CFVI,1007039,503519,624998,1874093,0,0,9362
RGP,791346,0,2099971,0,1097000,0,25592
CGEM,648900,389340,1202270,1645420,0,0,122276
STAG,675000,0,2100015,0,1166999,0,46854
ANGO,756154,0,2281808,718967,190000,0,36762
PMGM,550000,398750,3033628,0,0,0,0
EWTX,594880,0,0,3070335,297440,0,13200
HBB,859923,0,1501966,0,1360317,0,251253
BBSI,814115,205750,1926165,0,735356,0,290419
TGLS,2940000,1029000,0,0,0,0,0
SPH,820000,0,1731829,0,1386532,0,30143
ALV,1304818,0,878778,0,1182811,0,594519
FPH,600000,0,1098026,0,2250000,0,7516
JAMF,266827,0,3499982,0,140333,0,41414
PCT,758135,0,2368410,494356,301470,0,24195
CEVA,487692,172662,3109760,0,35156,0,140617
BANC,872195,0,1601980,0,1312500,0,143499
ABOS,597590,0,696540,2190177,427277,0,18427
STKL,803077,0,2519186,561431,0,0,19180
IMMR,898350,0,125007,0,1347525,0,1531939
SGHT,610000,0,1727148,1303282,243207,0,18385
VEL,630000,0,1417500,0,1830465,0,17840
AVXL,700000,124753,0,3066200,0,0,3500
STEM,550600,0,2172642,633540,514250,0,13200
CASH,700000,0,2100013,0,947800,0,136318
CRDO,427000,0,3022500,0,430500,0,0
FREQ,558767,0,1338400,0,0,0,1981098
WVE,636400,0,0,2744529,475700,0,17671
TRC,800000,600000,1415997,0,1038944,0,15521
PBPB,724135,0,1582561,0,1559113,0,0
GCI,900000,0,1697623,0,1264609,0,0
LNN,769171,0,1536658,481223,1062292,0,10353
WSFS,891668,872256,2049748,0,0,0,45470
DHX,577500,0,2704500,0,521648,0,22366
MYE,721809,0,2321216,0,549550,0,227785
PSTX,611667,0,1442285,1413936,336420,0,13710
KORE,750000,0,3040507,0,0,0,26377
HYAC,600875,0,0,2758739,457125,0,0
AMNB,599039,90000,182250,0,243000,0,2692006
CCCC,639000,0,470832,2333189,333878,0,13200
LQDT,435000,0,2070096,796876,456750,0,13295
CUBI,778788,0,2891317,0,0,0,91406
SVRA,595000,59500,2002500,787223,297500,0,18000
SHYF,777775,0,2567922,0,339346,0,70862
CARG,565000,0,2564246,0,595187,0,28780
GEVO,634808,806250,1181249,1062381,0,0,61470
UCBI,1050000,0,2091698,0,486000,34711,78061
DRQ,633385,0,2610810,0,466200,0,28800
EYPT,570025,49242,1038477,1479628,574486,0,25527
TRDA,585000,0,1373319,1393934,370013,0,13200
RYAM,1000000,0,2071527,0,606000,0,54611
LYTS,708000,0,1099998,0,840000,913964,169125
EIG,702304,0,1699904,0,1193500,0,131398
PRA,1000000,0,2200000,0,420000,0,105832
VNDA,897000,0,810750,988625,983112,0,40728
PGEN,1000000,0,815625,1885056,0,0,18380
SIBN,622120,0,2449257,0,642494,0,0
CRON,775000,0,1937500,0,997425,0,0
WRE,750000,0,1979304,0,815250,0,163272
MGNX,704914,0,612140,1894191,481380,0,13200
UEC,478000,0,2026264,240516,956000,0,0
CLBK,878064,0,622776,207659,191634,1672739,122783
BLFY,700000,0,2738160,0,126000,0,131470
ALDX,581170,0,1613950,1236598,239733,0,13200
ADGI,600000,0,0,2047535,900000,0,119727
RMBL,76731,0,0,3590000,0,0,0
HCI,950000,800000,0,1875000,0,0,37846
CERS,763750,0,2624850,0,269500,0,2372
UEIC,830000,0,1399965,1399995,0,0,28775
LMNR,693299,0,0,0,2891043,0,69010
ESE,621125,0,1492717,0,947375,0,586424
REPL,624000,0,1278200,1295070,449280,0,0
HLMN,746154,0,1067493,1067500,742201,0,19537
FGEN,573334,0,1670156,1028878,321527,0,46934
ANIX,720331,500000,0,2354100,0,0,65220
KALV,635200,266805,2265714,454610,0,0,12603
GLUE,616400,0,0,2702530,308200,0,0
VSTM,544800,0,1044000,1685267,330000,0,22790
ASPN,515000,0,249995,1496426,1331275,0,33335
TVAC,364791,238316,2776480,0,0,0,233289
TISI,608461,325000,2306105,0,348000,0,19202
STEP,294231,900000,599998,0,0,0,1801027
SENS,613000,0,2308740,0,615300,0,52720
NGS,612000,0,200000,0,0,0,2773243
CRAI,900000,0,1599955,0,1055000,0,29238
ATNI,693232,0,2126000,0,694000,0,68659
BJRI,800000,0,1333392,665911,760000,0,19199
NBHC,850000,0,1160363,281148,1114350,0,172240
SMFR,675000,0,2829420,0,0,0,70915
ALE,753893,0,963802,0,1409720,75329,371998
DSP,700000,0,800000,1220000,849690,0,0
EXPO,887500,720000,1200040,689299,0,0,62125
SHAK,750000,0,1500028,0,1103605,0,203813
AUB,894213,720000,1644042,0,180000,0,116225
GOGO,700000,0,2499997,0,354179,0,0
MKFG,500000,0,2596679,0,441060,0,13200
ASLE,1000000,2480000,0,0,0,0,66515
CATY,900750,0,1841907,0,784600,0,16500
PLMR,850000,0,1308212,0,1373258,0,9900
NWN,830000,328145,1449015,0,475855,404515,50124
CHCT,0,617834,2902613,0,0,0,13300
STOK,625887,0,1299300,1285008,309814,0,13201
BCOV,550000,0,1382213,1330798,192500,0,77539
CANO,312981,0,3216855,0,0,0,0
SRDX,640385,0,880000,1320000,673678,0,13200
FATE,645000,0,0,2602350,270900,0,4500
NATR,800000,0,1400002,0,1279200,0,42677
CCRN,869231,0,2406275,0,236250,0,0
CNOB,945000,0,1476571,0,878897,182004,26575
VRCA,600600,0,1137000,1452968,300300,0,13779
SESN,460833,301840,0,2717517,0,0,24235
PLTR,1101637,0,0,0,0,0,2396560
GLT,1050000,0,2153742,0,210000,0,82177
AMPS,550000,0,2944134,0,0,0,0
OFG,935000,0,1197394,0,1188300,0,168781
INPX,280000,2451225,0,0,0,0,754399
RRR,1000000,1000000,0,0,0,0,1480037
CNTY,676950,127500,819453,1557000,211640,0,80519
CWST,739692,0,2046324,0,653199,0,22382
CWEN,665201,0,2224752,0,532161,0,16885
TH,794231,0,1549619,0,1064000,0,49637
ONL,563835,0,2121330,0,756278,0,14316
SWM,925000,0,1800426,0,425500,0,302736
SCVL,1000000,0,2124843,0,0,0,326052
BKSY,465000,0,1945999,522619,510389,0,3564
EFSC,861443,150000,1272594,382804,736891,0,41706
GRTS,645833,0,2429830,0,355208,0,13200
RIGL,728000,0,561000,1706280,414960,0,30550
MTTR,406250,0,2649600,0,383625,0,0
UNF,888251,162500,1599847,0,755013,0,29945
CNSL,642600,0,2273293,0,497295,0,20448
VERA,585638,32450,0,2519595,292050,0,0
SHEN,689000,0,1863158,0,839266,0,27400
AGIO,798250,0,637755,1319723,648179,0,12546
PHAT,687500,0,1357957,830538,518152,0,16875
AINC,946267,1900000,559555,0,0,0,0
BRY,525000,0,2288176,0,559125,0,19800
TNGX,625997,0,465634,1885613,396576,0,17238
WKHS,974616,0,2252477,0,0,0,161081
CMAX,650000,651950,1287000,797940,0,0,0
ABUS,637100,0,627850,1897476,0,0,223558
FIBK,971372,0,1890589,0,215279,0,307656
RGR,793750,0,1937600,0,553244,0,96203
USPH,958731,0,1632482,0,777600,0,3564
LWAY,1000000,0,750000,0,1600000,0,22200
JSPR,695255,0,0,2361818,312917,0,0
PRPH,675000,200000,0,2465000,0,0,27200
THR,665014,0,1486613,0,1197025,0,17142
GNK,700000,0,1412044,0,1005000,0,246827
NINE,700000,0,446121,0,2202739,0,13200
DLTR,1350000,0,0,0,1943393,0,67373
FFBC,845392,100,1020028,0,1268475,134635,88943
DNMR,875000,0,993300,1474000,0,0,14295
CMTG,0,0,3354032,0,0,0,0
SNAP,1,0,0,0,0,0,3339730
GRPN,14028,0,0,3325000,0,0,0
ATIP,702692,805000,1750000,0,0,0,81172
ALEX,618998,283712,1684810,0,661996,3198,85253
AAT,700000,2100000,277733,0,0,0,258487
BHIL,312500,0,1013336,0,0,0,2003218
DLTH,832000,0,2496002,0,0,0,0
ASTE,720548,0,1329805,0,1120170,0,147404
BCAB,713420,0,0,2168435,419491,0,0
SCHL,1000000,0,999966,0,1250000,0,50395
AMSC,579808,0,1697500,0,1008000,0,11901
ODC,840533,0,0,0,1512959,0,943531
IMKTA,1118462,2115000,0,0,0,0,57518
OCUL,686400,459545,684044,1443721,0,0,3002
NXPL,468000,286000,1931000,490000,0,0,99000
ASRT,612630,137500,1066065,999845,424549,0,23400
ALIM,603200,328203,1447342,864866,0,0,17869
TBK,720831,0,1614661,398740,456750,0,69653
CELH,650000,0,1649970,0,958750,0,1793
SMHI,600000,750000,1890017,0,0,0,13200
COCO,484000,200000,0,1649998,907500,0,9900
BEAT,428000,192600,0,2630143,0,0,0
GTHX,794976,0,1392022,666209,387551,0,9900
SNCY,546875,500000,1500000,0,670204,0,32727
BRC,774808,0,1164390,0,1162212,0,141087
AOSL,508062,0,2311369,0,412580,0,3050
PRTH,1200000,1380265,299039,0,327439,0,27790
FNA,700769,0,1832495,0,667400,0,31757
PB,1105186,1135000,160656,0,589350,0,238816
WSTG,500000,0,2156223,0,552000,0,15551
AMAL,959615,0,1300000,0,917000,43360,0
DIBS,324962,0,2370000,0,525000,0,0
NSPR,470000,324300,1839464,536026,0,0,49531
GLDD,785000,0,1570000,0,800700,0,62064
IBTX,959375,0,1784986,0,395000,0,78377
EWCZ,511058,0,1099997,1099995,474676,0,30882
MITK,468750,0,2295513,0,449531,0,863
SGH,750000,0,2284931,0,150000,0,29411
MRNS,650000,0,475200,1728000,351000,0,9900
STOR,795000,0,0,0,2378428,0,36035
IGMS,646797,0,868050,1336743,355738,0,0
TWI,956333,1150000,1036800,0,0,0,62083
GEL,842461,925000,0,0,720000,0,717738
CSTR,525000,0,534734,0,131250,0,2011350
CTS,775385,0,2400021,0,0,0,24000
SGC,635267,0,1160391,137386,250000,887955,128196
TCRX,545121,0,0,2342541,296000,0,12392
PLYM,600000,861900,1663998,0,0,0,138816
NEU,1191667,0,302280,0,725000,916567,59583
EGBN,907360,0,2194859,0,0,0,89418
CRY,775869,0,801938,0,1551738,0,46868
MERC,726230,426966,1441904,0,0,98927,480923
VYGR,624000,0,891600,1266263,377520,0,13050
GHLD,637500,0,1500020,0,881250,0,152400
IESC,850000,100000,902452,0,1312963,0,0
BOWL,1310000,0,0,0,1758120,0,94866
MCRB,685000,0,993713,1140925,328800,0,9898
VITL,686539,0,560009,839995,1050000,0,18630
ORIC,596083,0,396000,1796080,350200,0,14720
JILL,968350,0,974689,0,1091758,0,117585
OLMA,647000,0,0,2002000,489000,0,14370
CVRX,577300,0,0,2116160,448297,0,851
SHBI,331962,0,0,0,0,0,2808900
RPD,443000,0,2694768,0,0,0,3000
PROG,574141,0,2154881,0,388125,0,21870
GEO,1004250,0,1101130,0,986922,0,45461
MXCT,641300,0,0,797936,572100,0,1124948
NKTR,1084590,0,0,927160,1030361,0,93465
RBOT,536759,0,2593470,0,0,0,4438
TARS,619500,0,1029364,1017968,450300,0,13200
TBI,766751,0,1660749,0,689931,0,11250
SDGR,677000,0,0,2067787,365580,0,13798
CDXS,710000,0,612000,1144598,585750,0,69867
PAYC,817068,0,0,0,765700,0,1535838
CRBU,623150,342733,0,2137464,0,0,13200
FAST,750000,0,0,847284,1515000,0,3223
TTMI,852000,0,1221347,0,1022976,0,13200
TCBK,989692,0,862084,0,1056566,138132,51367
ABSI,620000,0,231000,1861171,372000,0,13200
INTA,474500,0,2208000,0,404270,0,9830
BRCC,285963,0,925000,1875000,0,0,7271
SBCF,886500,0,1200002,0,838380,134149,32741
MEI,955000,942000,0,0,773550,0,417536
RXST,633333,0,0,1873660,570000,0,4604
HYZN,594231,252450,2216666,0,0,0,16500
CMPR,1756346,0,1320915,0,0,0,0
ESQ,700000,1000000,1304640,0,0,0,72260
ESS,862500,0,0,0,2166325,0,47823
AVTE,585562,0,0,2133758,351337,0,0
TDUP,980000,0,2090072,0,0,0,0
PRAA,694231,0,1499972,0,712500,0,155846
FLXS,735000,0,1392227,0,890820,0,43990
TRST,1057212,0,999995,0,190298,30234,783196
LIVN,697500,0,1249961,0,1058542,0,54722
ORA,528300,0,1800000,0,594000,0,136276
MLR,762501,1500,0,0,2249277,0,43867
IPI,50000,0,2999961,0,0,0,6303
MFIN,926324,0,398319,0,1611804,0,101593
VFC,427397,0,2000001,0,0,0,610168
ATAI,550000,233750,826000,1408000,0,0,9575
ONEW,725000,0,1500050,0,750000,0,43657
GBLI,1000000,2000000,0,0,0,0,16678
MNTK,347012,100946,0,2550388,0,0,18184
CUE,604824,0,0,2407500,0,0,3156
FOA,850000,650000,1500001,0,0,0,9900
BANR,893547,0,1151711,0,748560,0,214501
HOPE,1050000,1050,1234428,0,654980,6295,60712
MCB,980000,0,1500000,0,500000,0,26460
PGC,823000,0,1352333,0,370350,35724,422920
AXDX,595000,0,2409105,0,0,0,0
XLO,598000,0,0,2124780,263120,0,14010
TPB,735577,0,1499984,0,750000,0,9061
STIM,700000,0,1601700,0,660800,0,28485
OAS,850000,0,1005143,0,1106700,0,23808
NR,725000,0,1169198,0,1045830,0,36399
SSSS,850000,1700000,426000,0,0,0,409
CBB,690100,0,0,0,2260113,13552,9900
OLO,500000,0,1939420,0,519300,0,13440
UTI,580769,0,1500000,0,864000,0,26621
ESPR,720833,0,422100,1267661,541938,0,16033
ROC,450000,677514,0,1661400,0,0,173836
FBK,711058,0,1830028,0,356286,0,62714
GBCI,925365,0,1175964,0,670013,158107,28050
MEC,695250,0,825000,825000,567880,0,43196
ATXS,601762,0,0,2016728,330969,0,6045
BDTX,180333,0,0,2591404,113667,0,63950
III,900000,1000000,1021146,0,0,0,25699
CATO,1416816,0,1190909,0,0,0,337580
PBYI,877871,0,818309,821842,407991,0,18735
PAHC,2270000,0,0,0,221325,43711,403863
KIND,450000,0,1091147,1369618,0,0,24801
NKTX,623506,0,359265,1640267,301777,0,9900
OCFC,950000,0,1086601,0,0,736560,160035
AMTB,90000,0,1083346,0,895484,0,48729
CARA,728000,0,0,1769000,414960,0,10509
POWL,540800,0,922684,0,1352000,48853,57924
SFNC,750000,268004,1414990,0,0,393300,95114
ALPN,599000,0,0,1897924,419300,0,5000
AKYA,542500,0,984000,1080613,307125,0,5361
UPLD,325000,250000,2325000,0,0,0,15546
AVAH,550000,0,1811157,0,550000,0,1422
RNGR,538462,335674,2016322,0,0,0,15077
LCTX,639500,0,0,1918430,330700,0,16500
HTZ,1500000,0,0,0,1200000,0,200417
HVT,760000,0,1330012,0,670746,60223,66713
TCMD,650000,0,1509993,0,708500,0,6100
ARHS,1445231,173428,0,0,520283,0,735035
HONE,700000,0,343813,0,245000,1372720,212031
PWFL,425000,216667,2016000,0,214625,0,0
OSG,446250,339300,1227188,0,836719,0,22810
WHD,442308,0,1951730,0,448035,0,29593
ALTG,635589,0,1232163,0,960866,0,30994
FSTR,658750,0,1078650,0,987188,0,133065
EGLE,695000,0,1082475,0,1035000,0,37064
ABEO,555000,533333,1357409,0,388500,0,13200
TRMK,841667,0,840180,0,870060,115653,172486
MBIN,900000,0,954001,0,954100,0,31437
CVBF,824039,681000,1200005,0,61875,0,71720
JBSS,790846,0,537150,0,1167139,317658,19008
MPAA,828256,100,1909131,0,0,0,93264
CMPS,594500,338900,273420,1241783,0,0,376155
OCUP,168831,0,470596,974086,0,0,1197625
RNST,765000,602438,1304934,0,0,14356,122016
INKT,451048,460000,1005694,885000,0,0,5697
HTLF,887500,0,1351103,0,386055,0,178056
CTLP,434003,420389,80233,1856000,0,0,11909
INBX,675000,0,0,1706771,405000,0,15250
MVBF,850000,355882,797471,0,669311,44362,84614
GTY,589904,516500,1615000,0,0,0,75072
OPRX,450000,56250,963189,963189,337500,0,19400
TWOU,580192,0,2193399,0,0,0,13200
